temperature, rainfall, humudity, yeild_apples
86.00 99.00 78.00 518.00
49.00 37.00 94.00 405.00
72.00 40.00 56.00 320.00
74.00 97.00 82.00 514.00
35.00 73.00 22.00 247.00
40.00 81.00 66.00 400.00
39.00 66.00 36.00 279.00
74.00 73.00 100.00 520.00
62.00 40.00 87.00 403.00
89.00 20.00 83.00 378.00
29.00 83.00 58.00 369.00
98.00 22.00 24.00 214.00
96.00 80.00 63.00 445.00
46.00 74.00 58.00 368.00
40.00 97.00 77.00 465.00
89.00 49.00 100.00 487.00
20.00 52.00 50.00 274.00
83.00 57.00 42.00 323.00
30.00 29.00 54.00 250.00
34.00 57.00 92.00 424.00
44.00 87.00 52.00 374.00
27.00 33.00 64.00 285.00
78.00 54.00 66.00 384.00
71.00 92.00 78.00 489.00
60.00 54.00 69.00 375.00
58.00 68.00 31.00 287.00
30.00 30.00 23.00 159.00
43.00 34.00 46.00 249.00
50.00 71.00 90.00 462.00
58.00 51.00 67.00 361.00
75.00 78.00 94.00 513.00
41.00 91.00 40.00 343.00
20.00 39.00 64.00 290.00
98.00 45.00 33.00 287.00
43.00 24.00 97.00 382.00
88.00 32.00 33.00 251.00
46.00 29.00 34.00 206.00
85.00 83.00 77.00 482.00
21.00 60.00 95.00 426.00
45.00 64.00 30.00 263.00
76.00 40.00 24.00 228.00
70.00 63.00 58.00 370.00
34.00 78.00 64.00 382.00
66.00 60.00 81.00 429.00
31.00 81.00 85.00 448.00
58.00 55.00 61.00 351.00
40.00 71.00 100.00 482.00
30.00 23.00 97.00 367.00
26.00 86.00 36.00 306.00
95.00 51.00 70.00 407.00
97.00 56.00 78.00 443.00
27.00 28.00 29.00 170.00
89.00 99.00 31.00 380.00
74.00 81.00 43.00 365.00
27.00 33.00 56.00 261.00
46.00 50.00 33.00 245.00
53.00 24.00 25.00 176.00
54.00 96.00 37.00 357.00
34.00 20.00 55.00 239.00
33.00 38.00 54.00 271.00
47.00 100.00 51.00 400.00
42.00 41.00 72.00 340.00
80.00 59.00 96.00 486.00
37.00 34.00 100.00 405.00
42.00 59.00 71.00 373.00
39.00 25.00 45.00 224.00
56.00 65.00 24.00 258.00
21.00 87.00 84.00 447.00
30.00 56.00 95.00 427.00
84.00 52.00 53.00 347.00
34.00 21.00 79.00 313.00
65.00 25.00 99.00 412.00
42.00 76.00 84.00 446.00
55.00 97.00 83.00 498.00
58.00 81.00 50.00 370.00
83.00 75.00 22.00 299.00
24.00 37.00 77.00 329.00
31.00 42.00 98.00 409.00
67.00 49.00 94.00 447.00
97.00 42.00 89.00 448.00
25.00 49.00 47.00 264.00
26.00 76.00 77.00 409.00
90.00 80.00 67.00 451.00
88.00 100.00 42.00 414.00
75.00 57.00 64.00 381.00
80.00 70.00 38.00 334.00
40.00 40.00 90.00 390.00
95.00 80.00 35.00 360.00
98.00 73.00 63.00 433.00
52.00 70.00 63.00 381.00
49.00 78.00 38.00 319.00
34.00 42.00 54.00 280.00
22.00 63.00 52.00 304.00
86.00 45.00 34.00 278.00
55.00 90.00 24.00 307.00
59.00 27.00 99.00 410.00
80.00 88.00 90.00 526.00
51.00 93.00 60.00 417.00
69.00 42.00 32.00 249.00
59.00 74.00 38.00 321.00
84.00 92.00 46.00 406.00
49.00 65.00 84.00 431.00
30.00 77.00 62.00 370.00
94.00 28.00 53.00 309.00
76.00 45.00 87.00 427.00
100.00 49.00 42.00 324.00
26.00 70.00 35.00 271.00
37.00 61.00 98.00 453.00
70.00 91.00 85.00 507.00
29.00 56.00 51.00 294.00
40.00 33.00 25.00 181.00
42.00 61.00 82.00 410.00
29.00 84.00 33.00 296.00
72.00 56.00 35.00 289.00
22.00 48.00 51.00 271.00
75.00 20.00 42.00 241.00
61.00 88.00 55.00 402.00
70.00 63.00 47.00 337.00
43.00 79.00 99.00 498.00
56.00 53.00 59.00 339.00
50.00 41.00 23.00 201.00
80.00 26.00 88.00 396.00
33.00 80.00 54.00 355.00
79.00 51.00 80.00 421.00
53.00 94.00 39.00 358.00
43.00 73.00 57.00 360.00
64.00 25.00 22.00 180.00
72.00 70.00 78.00 446.00
48.00 97.00 22.00 308.00
50.00 43.00 26.00 214.00
68.00 92.00 78.00 486.00
68.00 77.00 99.00 519.00
31.00 53.00 52.00 293.00
88.00 74.00 28.00 320.00
21.00 38.00 58.00 271.00
26.00 83.00 58.00 366.00
94.00 85.00 46.00 402.00
56.00 22.00 51.00 253.00
96.00 75.00 82.00 492.00
45.00 25.00 58.00 269.00
46.00 37.00 100.00 420.00
22.00 92.00 71.00 419.00
52.00 87.00 45.00 361.00
55.00 22.00 72.00 315.00
47.00 32.00 56.00 279.00
32.00 70.00 37.00 283.00
26.00 79.00 82.00 430.00
65.00 64.00 32.00 289.00
32.00 83.00 42.00 324.00
30.00 34.00 77.00 329.00
54.00 75.00 72.00 420.00
84.00 26.00 99.00 433.00
66.00 59.00 50.00 334.00
25.00 100.00 31.00 318.00
59.00 71.00 91.00 474.00
86.00 53.00 56.00 360.00
43.00 52.00 42.00 273.00
90.00 87.00 78.00 498.00
40.00 72.00 23.00 253.00
24.00 30.00 39.00 201.00
21.00 22.00 79.00 302.00
46.00 41.00 48.00 272.00
92.00 42.00 46.00 314.00
92.00 41.00 26.00 252.00
51.00 52.00 45.00 290.00
100.00 90.00 23.00 349.00
48.00 75.00 93.00 477.00
89.00 48.00 97.00 476.00
59.00 75.00 56.00 377.00
90.00 72.00 22.00 300.00
23.00 71.00 44.00 297.00
70.00 72.00 63.00 403.00
27.00 69.00 92.00 441.00
32.00 72.00 98.00 470.00
45.00 88.00 84.00 473.00
76.00 21.00 97.00 409.00
46.00 52.00 32.00 246.00
90.00 46.00 41.00 305.00
74.00 24.00 83.00 371.00
81.00 72.00 72.00 441.00
95.00 73.00 57.00 412.00
28.00 67.00 47.00 303.00
27.00 32.00 24.00 163.00
44.00 76.00 96.00 484.00
35.00 52.00 71.00 352.00
32.00 63.00 86.00 416.00
35.00 52.00 66.00 337.00
23.00 47.00 93.00 396.00
54.00 30.00 51.00 267.00
63.00 40.00 51.00 296.00
28.00 43.00 61.00 297.00
67.00 43.00 85.00 408.00
62.00 38.00 80.00 378.00
32.00 50.00 89.00 399.00
95.00 82.00 70.00 469.00
79.00 83.00 42.00 371.00
22.00 57.00 86.00 394.00
23.00 66.00 86.00 413.00
33.00 41.00 59.00 292.00
93.00 34.00 83.00 410.00
46.00 32.00 54.00 272.00
48.00 26.00 87.00 361.00
65.00 49.00 75.00 388.00
65.00 80.00 80.00 465.00
48.00 86.00 56.00 388.00
61.00 52.00 37.00 276.00
72.00 79.00 75.00 455.00
94.00 65.00 36.00 332.00
71.00 23.00 54.00 279.00
33.00 77.00 77.00 418.00
28.00 58.00 72.00 360.00
49.00 80.00 31.00 302.00
96.00 81.00 74.00 480.00
32.00 44.00 100.00 420.00
63.00 88.00 43.00 368.00
40.00 68.00 70.00 386.00
94.00 55.00 21.00 267.00
95.00 77.00 61.00 432.00
75.00 70.00 69.00 422.00
23.00 35.00 94.00 375.00
66.00 52.00 40.00 290.00
88.00 87.00 91.00 535.00
28.00 40.00 98.00 402.00
73.00 21.00 30.00 205.00
88.00 59.00 63.00 395.00
62.00 88.00 39.00 355.00
23.00 86.00 59.00 372.00
37.00 71.00 25.00 254.00
41.00 20.00 41.00 204.00
30.00 26.00 82.00 328.00
48.00 88.00 33.00 323.00
58.00 70.00 57.00 369.00
76.00 31.00 84.00 390.00
94.00 73.00 92.00 516.00
69.00 43.00 72.00 371.00
87.00 71.00 92.00 505.00
68.00 56.00 45.00 315.00
72.00 81.00 37.00 345.00
23.00 44.00 96.00 399.00
54.00 20.00 67.00 295.00
78.00 50.00 43.00 307.00
69.00 20.00 99.00 406.00
80.00 64.00 39.00 325.00
35.00 34.00 54.00 265.00
24.00 43.00 82.00 356.00
33.00 98.00 46.00 367.00
97.00 69.00 88.00 499.00
92.00 73.00 38.00 352.00
83.00 76.00 74.00 457.00
87.00 31.00 20.00 209.00
96.00 77.00 30.00 340.00
96.00 96.00 25.00 363.00
85.00 81.00 55.00 412.00
20.00 33.00 49.00 233.00
46.00 70.00 31.00 279.00
42.00 25.00 55.00 257.00
59.00 40.00 89.00 406.00
51.00 25.00 65.00 296.00
57.00 81.00 20.00 279.00
37.00 35.00 93.00 386.00
90.00 70.00 82.00 476.00
78.00 22.00 44.00 254.00
93.00 99.00 74.00 513.00
70.00 22.00 52.00 270.00
45.00 84.00 88.00 477.00
30.00 35.00 56.00 268.00
56.00 85.00 90.00 496.00
27.00 79.00 27.00 266.00
83.00 25.00 52.00 289.00
39.00 57.00 69.00 360.00
92.00 43.00 58.00 352.00
81.00 22.00 100.00 425.00
30.00 74.00 85.00 433.00
37.00 61.00 64.00 351.00
26.00 41.00 96.00 396.00
86.00 98.00 35.00 387.00
37.00 61.00 65.00 354.00
75.00 20.00 58.00 289.00
58.00 45.00 32.00 244.00
37.00 77.00 65.00 386.00
87.00 71.00 73.00 448.00
37.00 48.00 74.00 355.00
70.00 84.00 51.00 391.00
98.00 96.00 30.00 380.00
68.00 59.00 74.00 408.00
49.00 81.00 28.00 295.00
44.00 27.00 27.00 179.00
38.00 46.00 21.00 193.00
68.00 75.00 33.00 317.00
29.00 91.00 68.00 415.00
36.00 70.00 60.00 356.00
71.00 28.00 74.00 349.00
32.00 28.00 56.00 256.00
70.00 20.00 91.00 383.00
56.00 84.00 43.00 353.00
34.00 66.00 92.00 442.00
46.00 77.00 65.00 395.00
100.00 52.00 71.00 417.00
80.00 24.00 71.00 341.00
36.00 82.00 38.00 314.00
37.00 97.00 68.00 435.00
63.00 23.00 69.00 316.00
62.00 43.00 43.00 277.00
62.00 67.00 90.00 466.00
100.00 67.00 100.00 534.00
98.00 46.00 79.00 427.00
74.00 93.00 74.00 482.00
20.00 24.00 57.00 239.00
42.00 36.00 97.00 405.00
57.00 44.00 41.00 268.00
26.00 84.00 62.00 380.00
82.00 25.00 99.00 429.00
92.00 43.00 92.00 454.00
72.00 95.00 42.00 388.00
95.00 33.00 25.00 236.00
100.00 56.00 82.00 458.00
55.00 79.00 88.00 477.00
23.00 52.00 46.00 265.00
76.00 77.00 98.00 524.00
80.00 40.00 34.00 262.00
94.00 90.00 54.00 436.00
61.00 84.00 45.00 364.00
54.00 77.00 24.00 280.00
38.00 66.00 34.00 272.00
52.00 32.00 24.00 188.00
46.00 49.00 74.00 366.00
86.00 86.00 64.00 450.00
84.00 64.00 94.00 494.00
79.00 88.00 63.00 444.00
99.00 94.00 83.00 536.00
51.00 49.00 89.00 416.00
58.00 48.00 63.00 343.00
66.00 43.00 48.00 296.00
24.00 99.00 47.00 363.00
20.00 62.00 51.00 297.00
46.00 81.00 79.00 445.00
41.00 43.00 70.00 337.00
70.00 38.00 61.00 329.00
73.00 67.00 96.00 495.00
74.00 45.00 34.00 266.00
97.00 85.00 46.00 405.00
96.00 25.00 63.00 335.00
49.00 40.00 65.00 324.00
58.00 98.00 33.00 353.00
53.00 24.00 63.00 290.00
77.00 95.00 56.00 435.00
56.00 57.00 41.00 293.00
36.00 49.00 55.00 299.00
58.00 64.00 78.00 420.00
31.00 94.00 53.00 378.00
45.00 28.00 32.00 197.00
61.00 43.00 69.00 354.00
56.00 40.00 32.00 232.00
90.00 69.00 68.00 432.00
77.00 23.00 95.00 408.00
33.00 54.00 95.00 426.00
62.00 53.00 78.00 402.00
28.00 54.00 39.00 253.00
76.00 74.00 47.00 365.00
93.00 33.00 30.00 249.00
66.00 26.00 81.00 361.00
94.00 25.00 64.00 336.00
76.00 49.00 32.00 270.00
31.00 45.00 32.00 217.00
99.00 23.00 20.00 205.00
37.00 40.00 99.00 414.00
41.00 29.00 73.00 318.00
33.00 72.00 72.00 393.00
57.00 24.00 39.00 222.00
42.00 49.00 31.00 233.00
84.00 56.00 40.00 316.00
67.00 55.00 25.00 252.00
48.00 36.00 28.00 204.00
50.00 33.00 38.00 230.00
87.00 39.00 25.00 240.00
94.00 42.00 46.00 316.00
29.00 92.00 38.00 327.00
90.00 22.00 73.00 353.00
20.00 79.00 35.00 283.00
57.00 26.00 31.00 202.00
42.00 62.00 43.00 295.00
75.00 31.00 87.00 398.00
54.00 84.00 61.00 405.00
97.00 20.00 84.00 389.00
95.00 80.00 80.00 495.00
37.00 36.00 53.00 268.00
66.00 87.00 52.00 396.00
76.00 92.00 28.00 344.00
57.00 76.00 55.00 374.00
58.00 71.00 29.00 287.00
61.00 43.00 39.00 264.00
67.00 44.00 95.00 440.00
97.00 67.00 81.00 474.00
79.00 83.00 84.00 497.00
73.00 59.00 48.00 335.00
60.00 54.00 95.00 453.00
37.00 33.00 32.00 199.00
90.00 55.00 69.00 407.00
39.00 56.00 76.00 379.00
30.00 25.00 49.00 227.00
63.00 84.00 77.00 462.00
22.00 98.00 57.00 389.00
24.00 81.00 95.00 471.00
75.00 23.00 68.00 325.00
77.00 46.00 99.00 466.00
94.00 89.00 60.00 452.00
35.00 32.00 80.00 339.00
66.00 23.00 50.00 262.00
25.00 40.00 32.00 201.00
75.00 55.00 51.00 338.00
35.00 58.00 85.00 406.00
27.00 44.00 78.00 349.00
59.00 99.00 67.00 458.00
55.00 69.00 77.00 424.00
31.00 39.00 92.00 385.00
91.00 87.00 93.00 544.00
51.00 59.00 43.00 298.00
96.00 22.00 51.00 293.00
94.00 30.00 56.00 322.00
73.00 60.00 60.00 373.00
32.00 80.00 29.00 279.00
93.00 54.00 56.00 369.00
61.00 55.00 65.00 366.00
69.00 39.00 43.00 276.00
81.00 36.00 81.00 396.00
37.00 60.00 100.00 457.00
44.00 67.00 53.00 337.00
28.00 30.00 95.00 373.00
35.00 44.00 77.00 354.00
63.00 39.00 79.00 378.00
48.00 85.00 75.00 443.00
88.00 33.00 61.00 337.00
60.00 70.00 91.00 473.00
65.00 83.00 56.00 399.00
30.00 48.00 36.00 234.00
22.00 45.00 83.00 361.00
68.00 60.00 73.00 407.00
49.00 44.00 79.00 374.00
37.00 96.00 44.00 361.00
45.00 95.00 48.00 379.00
60.00 38.00 33.00 235.00
38.00 30.00 80.00 338.00
37.00 56.00 61.00 332.00
28.00 42.00 33.00 211.00
63.00 83.00 46.00 367.00
79.00 74.00 82.00 473.00
29.00 22.00 95.00 358.00
36.00 90.00 85.00 471.00
90.00 74.00 83.00 487.00
48.00 29.00 44.00 238.00
77.00 89.00 52.00 411.00
97.00 62.00 25.00 296.00
61.00 59.00 66.00 377.00
26.00 41.00 56.00 276.00
81.00 97.00 57.00 446.00
63.00 26.00 30.00 205.00
27.00 69.00 29.00 252.00
43.00 93.00 73.00 448.00
29.00 98.00 97.00 516.00
56.00 76.00 37.00 319.00
22.00 93.00 56.00 376.00
72.00 25.00 34.00 224.00
91.00 61.00 29.00 300.00
74.00 43.00 78.00 394.00
48.00 71.00 29.00 277.00
82.00 92.00 26.00 344.00
99.00 72.00 72.00 459.00
52.00 48.00 60.00 328.00
65.00 63.00 56.00 359.00
38.00 60.00 62.00 344.00
24.00 51.00 38.00 240.00
99.00 88.00 95.00 560.00
71.00 99.00 83.00 518.00
31.00 88.00 22.00 273.00
43.00 41.00 78.00 359.00
27.00 88.00 81.00 446.00
70.00 29.00 26.00 206.00
60.00 24.00 71.00 321.00
54.00 32.00 28.00 202.00
47.00 67.00 36.00 289.00
82.00 35.00 39.00 269.00
43.00 39.00 56.00 289.00
33.00 68.00 49.00 316.00
37.00 63.00 62.00 349.00
38.00 84.00 78.00 440.00
23.00 58.00 59.00 316.00
44.00 91.00 20.00 286.00
98.00 78.00 28.00 338.00
45.00 83.00 96.00 499.00
31.00 85.00 82.00 447.00
72.00 94.00 42.00 386.00
41.00 37.00 54.00 277.00
91.00 93.00 56.00 445.00
23.00 24.00 70.00 281.00
90.00 31.00 94.00 434.00
35.00 51.00 41.00 260.00
39.00 76.00 92.00 467.00
90.00 91.00 35.00 377.00
61.00 43.00 36.00 255.00
71.00 82.00 20.00 295.00
97.00 55.00 55.00 372.00
52.00 86.00 42.00 350.00
100.00 51.00 50.00 352.00
67.00 83.00 20.00 293.00
89.00 47.00 60.00 363.00
63.00 33.00 63.00 318.00
63.00 71.00 75.00 430.00
29.00 56.00 24.00 213.00
88.00 35.00 82.00 404.00
77.00 86.00 72.00 465.00
21.00 97.00 66.00 413.00
99.00 66.00 99.00 528.00
54.00 95.00 98.00 538.00
44.00 26.00 77.00 327.00
37.00 90.00 35.00 322.00
39.00 86.00 72.00 427.00
85.00 31.00 50.00 297.00
80.00 31.00 68.00 346.00
92.00 21.00 31.00 227.00
76.00 62.00 66.00 398.00
79.00 71.00 57.00 392.00
86.00 40.00 38.00 280.00
97.00 26.00 52.00 305.00
89.00 69.00 61.00 410.00
26.00 98.00 78.00 456.00
48.00 33.00 44.00 246.00
59.00 21.00 91.00 374.00
26.00 71.00 82.00 414.00
69.00 97.00 84.00 515.00
38.00 46.00 96.00 418.00
50.00 83.00 25.00 291.00
60.00 84.00 52.00 384.00
100.00 73.00 71.00 459.00
89.00 37.00 81.00 406.00
33.00 56.00 60.00 325.00
84.00 26.00 94.00 418.00
60.00 41.00 23.00 211.00
69.00 45.00 39.00 276.00
47.00 66.00 42.00 305.00
31.00 66.00 45.00 298.00
54.00 53.00 100.00 460.00
24.00 72.00 60.00 348.00
65.00 36.00 54.00 299.00
36.00 45.00 31.00 219.00
37.00 21.00 50.00 229.00
49.00 56.00 40.00 281.00
24.00 99.00 99.00 519.00
64.00 73.00 37.00 321.00
36.00 99.00 24.00 306.00
98.00 26.00 92.00 426.00
36.00 77.00 59.00 367.00
39.00 27.00 39.00 210.00
90.00 56.00 58.00 376.00
26.00 60.00 21.00 209.00
66.00 22.00 57.00 281.00
66.00 68.00 59.00 379.00
43.00 41.00 80.00 365.00
21.00 60.00 21.00 204.00
95.00 70.00 65.00 430.00
45.00 91.00 21.00 290.00
20.00 21.00 22.00 128.00
35.00 44.00 28.00 207.00
89.00 73.00 64.00 427.00
48.00 82.00 77.00 443.00
26.00 96.00 52.00 374.00
83.00 62.00 67.00 408.00
33.00 77.00 32.00 283.00
84.00 82.00 87.00 509.00
57.00 68.00 53.00 352.00
79.00 47.00 22.00 239.00
66.00 75.00 31.00 309.00
77.00 20.00 55.00 282.00
60.00 57.00 62.00 360.00
77.00 46.00 39.00 286.00
91.00 84.00 48.00 403.00
55.00 65.00 74.00 407.00
64.00 43.00 25.00 225.00
32.00 33.00 20.00 158.00
37.00 22.00 59.00 258.00
20.00 22.00 25.00 139.00
87.00 21.00 53.00 288.00
42.00 97.00 88.00 500.00
74.00 92.00 95.00 543.00
75.00 55.00 84.00 437.00
57.00 44.00 21.00 208.00
92.00 81.00 27.00 335.00
62.00 21.00 91.00 377.00
96.00 41.00 75.00 403.00
51.00 68.00 75.00 412.00
66.00 72.00 84.00 462.00
56.00 93.00 80.00 482.00
21.00 68.00 38.00 271.00
79.00 77.00 35.00 338.00
73.00 43.00 59.00 336.00
20.00 74.00 95.00 453.00
27.00 72.00 95.00 456.00
47.00 39.00 27.00 206.00
38.00 36.00 26.00 188.00
83.00 71.00 41.00 348.00
34.00 91.00 73.00 435.00
99.00 60.00 87.00 480.00
21.00 80.00 36.00 289.00
36.00 63.00 73.00 381.00
70.00 75.00 74.00 442.00
82.00 95.00 57.00 443.00
88.00 88.00 71.00 477.00
27.00 23.00 47.00 214.00
28.00 52.00 63.00 321.00
32.00 71.00 56.00 342.00
91.00 55.00 66.00 399.00
30.00 66.00 44.00 294.00
37.00 27.00 50.00 241.00
84.00 56.00 26.00 274.00
100.00 80.00 31.00 353.00
52.00 69.00 27.00 271.00
31.00 92.00 40.00 335.00
34.00 49.00 36.00 240.00
65.00 89.00 25.00 318.00
31.00 34.00 64.00 291.00
87.00 86.00 70.00 469.00
48.00 27.00 54.00 264.00
81.00 75.00 81.00 474.00
68.00 36.00 91.00 413.00
52.00 59.00 29.00 257.00
59.00 39.00 37.00 248.00
33.00 20.00 94.00 355.00
40.00 48.00 89.00 403.00
93.00 43.00 39.00 296.00
80.00 26.00 100.00 432.00
89.00 39.00 77.00 398.00
32.00 68.00 22.00 234.00
85.00 84.00 46.00 391.00
87.00 70.00 30.00 317.00
44.00 77.00 60.00 378.00
87.00 70.00 48.00 371.00
25.00 76.00 22.00 243.00
48.00 73.00 50.00 344.00
32.00 35.00 39.00 219.00
50.00 71.00 46.00 330.00
92.00 32.00 45.00 291.00
40.00 50.00 50.00 290.00
95.00 27.00 27.00 230.00
41.00 28.00 24.00 169.00
30.00 68.00 29.00 253.00
57.00 36.00 80.00 369.00
83.00 63.00 25.00 284.00
33.00 29.00 25.00 166.00
95.00 53.00 66.00 399.00
31.00 24.00 42.00 205.00
86.00 50.00 74.00 408.00
88.00 88.00 69.00 471.00
28.00 58.00 84.00 396.00
92.00 96.00 65.00 479.00
67.00 31.00 65.00 324.00
44.00 28.00 59.00 277.00
57.00 65.00 88.00 451.00
24.00 67.00 95.00 443.00
61.00 100.00 98.00 555.00
53.00 25.00 72.00 319.00
50.00 42.00 58.00 308.00
77.00 87.00 77.00 482.00
95.00 63.00 69.00 428.00
50.00 59.00 37.00 279.00
99.00 70.00 44.00 371.00
26.00 59.00 79.00 381.00
22.00 23.00 81.00 311.00
21.00 97.00 79.00 452.00
84.00 33.00 76.00 378.00
93.00 20.00 50.00 283.00
70.00 20.00 73.00 329.00
40.00 97.00 43.00 363.00
82.00 61.00 70.00 414.00
57.00 98.00 57.00 424.00
25.00 75.00 37.00 286.00
37.00 69.00 67.00 376.00
70.00 84.00 45.00 373.00
50.00 29.00 80.00 348.00
60.00 26.00 36.00 220.00
67.00 22.00 47.00 252.00
84.00 31.00 100.00 446.00
100.00 80.00 78.00 494.00
74.00 47.00 55.00 333.00
35.00 42.00 25.00 194.00
40.00 33.00 82.00 352.00
51.00 56.00 84.00 415.00
35.00 84.00 52.00 359.00
72.00 65.00 59.00 379.00
61.00 94.00 30.00 339.00
89.00 72.00 87.00 494.00
47.00 64.00 76.00 403.00
31.00 43.00 76.00 345.00
21.00 36.00 89.00 360.00
60.00 21.00 90.00 372.00
66.00 91.00 61.00 431.00
27.00 96.00 50.00 369.00
71.00 78.00 28.00 311.00
47.00 89.00 95.00 510.00
44.00 54.00 50.00 302.00
61.00 23.00 75.00 332.00
90.00 66.00 49.00 369.00
65.00 48.00 40.00 281.00
67.00 77.00 41.00 344.00
28.00 90.00 88.00 472.00
28.00 73.00 66.00 372.00
34.00 48.00 84.00 382.00
38.00 57.00 84.00 404.00
20.00 71.00 33.00 261.00
38.00 34.00 74.00 328.00
70.00 82.00 30.00 324.00
64.00 46.00 22.00 222.00
62.00 97.00 29.00 343.00
71.00 61.00 46.00 331.00
31.00 59.00 37.00 260.00
90.00 65.00 61.00 403.00
64.00 62.00 22.00 254.00
64.00 39.00 80.00 382.00
92.00 44.00 22.00 246.00
98.00 81.00 22.00 326.00
79.00 23.00 21.00 188.00
68.00 86.00 58.00 414.00
47.00 70.00 36.00 295.00
90.00 43.00 92.00 452.00
28.00 25.00 68.00 282.00
42.00 36.00 50.00 264.00
40.00 31.00 36.00 210.00
41.00 86.00 28.00 297.00
60.00 56.00 95.00 457.00
77.00 73.00 43.00 352.00
32.00 67.00 96.00 454.00
36.00 99.00 69.00 441.00
74.00 98.00 27.00 351.00
50.00 27.00 87.00 365.00
35.00 22.00 90.00 349.00
73.00 27.00 33.00 226.00
47.00 61.00 87.00 430.00
49.00 24.00 20.00 157.00
62.00 22.00 30.00 196.00
20.00 78.00 74.00 398.00
63.00 47.00 24.00 229.00
72.00 45.00 99.00 459.00
49.00 35.00 67.00 320.00
57.00 25.00 71.00 320.00
58.00 61.00 37.00 291.00
44.00 66.00 42.00 302.00
35.00 90.00 98.00 509.00
22.00 88.00 78.00 432.00
24.00 96.00 26.00 294.00
95.00 45.00 97.00 476.00
31.00 96.00 91.00 496.00
91.00 31.00 86.00 411.00
75.00 69.00 37.00 324.00
78.00 44.00 97.00 457.00
45.00 59.00 92.00 439.00
57.00 76.00 94.00 491.00
49.00 75.00 92.00 475.00
56.00 34.00 26.00 202.00
93.00 67.00 23.00 296.00
27.00 28.00 38.00 197.00
32.00 44.00 41.00 243.00
42.00 37.00 52.00 272.00
26.00 26.00 79.00 315.00
88.00 64.00 50.00 366.00
44.00 81.00 53.00 365.00
97.00 58.00 46.00 351.00
73.00 93.00 24.00 331.00
35.00 66.00 24.00 239.00
29.00 55.00 24.00 211.00
21.00 89.00 31.00 292.00
33.00 68.00 61.00 352.00
68.00 66.00 91.00 473.00
57.00 61.00 89.00 446.00
73.00 25.00 57.00 294.00
92.00 62.00 31.00 309.00
55.00 25.00 51.00 258.00
30.00 72.00 69.00 381.00
50.00 70.00 62.00 376.00
79.00 80.00 22.00 305.00
98.00 52.00 51.00 355.00
46.00 60.00 79.00 403.00
55.00 23.00 48.00 245.00
32.00 46.00 52.00 280.00
61.00 82.00 51.00 378.00
47.00 21.00 48.00 233.00
46.00 62.00 77.00 401.00
24.00 54.00 86.00 390.00
61.00 96.00 60.00 433.00
93.00 38.00 55.00 334.00
73.00 47.00 61.00 350.00
27.00 54.00 68.00 339.00
77.00 63.00 41.00 326.00
80.00 73.00 66.00 424.00
33.00 67.00 37.00 278.00
94.00 99.00 96.00 580.00
29.00 87.00 38.00 317.00
22.00 55.00 88.00 396.00
30.00 72.00 31.00 267.00
72.00 56.00 69.00 391.00
70.00 90.00 45.00 385.00
54.00 57.00 24.00 240.00
58.00 82.00 54.00 384.00
61.00 93.00 37.00 358.00
71.00 73.00 81.00 460.00
86.00 32.00 50.00 300.00
67.00 43.00 39.00 270.00
98.00 65.00 48.00 372.00
68.00 90.00 69.00 455.00
78.00 54.00 47.00 327.00
92.00 61.00 25.00 289.00
98.00 88.00 99.00 571.00
36.00 69.00 53.00 333.00
72.00 83.00 74.00 460.00
77.00 65.00 57.00 378.00
40.00 23.00 100.00 386.00
42.00 83.00 51.00 361.00
81.00 87.00 82.00 501.00
39.00 70.00 54.00 341.00
99.00 88.00 51.00 428.00
20.00 33.00 49.00 233.00
95.00 87.00 53.00 428.00
45.00 42.00 47.00 270.00
83.00 68.00 66.00 417.00
81.00 73.00 90.00 497.00
49.00 29.00 84.00 359.00
52.00 98.00 36.00 356.00
75.00 71.00 36.00 325.00
87.00 50.00 71.00 400.00
68.00 79.00 100.00 526.00
25.00 64.00 85.00 408.00
50.00 94.00 77.00 469.00
45.00 52.00 21.00 212.00
45.00 84.00 92.00 489.00
43.00 44.00 53.00 290.00
39.00 39.00 30.00 207.00
48.00 95.00 78.00 472.00
73.00 52.00 27.00 258.00
60.00 24.00 30.00 198.00
92.00 33.00 34.00 260.00
69.00 40.00 33.00 248.00
74.00 96.00 26.00 344.00
34.00 20.00 65.00 269.00
89.00 49.00 83.00 436.00
80.00 30.00 30.00 230.00
75.00 59.00 95.00 478.00
50.00 99.00 82.00 494.00
29.00 69.00 67.00 368.00
80.00 92.00 90.00 534.00
97.00 38.00 75.00 398.00
96.00 92.00 33.00 379.00
91.00 94.00 47.00 420.00
98.00 53.00 23.00 273.00
55.00 25.00 25.00 180.00
74.00 59.00 56.00 360.00
40.00 77.00 39.00 311.00
91.00 90.00 24.00 343.00
53.00 82.00 51.00 370.00
65.00 41.00 81.00 390.00
